microsec deg hall1 hall2 accelX accelY
1547103956 55 709 454 5.04 -1.07
1547172592 55 612 624 2.88 -0.26
1547241232 55 758 757 1.40 -2.59
1547309876 55 770 770 -2.90 3.72
1547378516 55 769 769 7.97 3.34
1547446116 55 758 760 -0.10 4.54
1547514756 55 678 652 2.20 1.82
1547582356 55 697 417 2.48 2.56
1547649956 55 732 727 1.35 -1.51
1547718596 55 768 767 -0.77 4.29
1547787240 55 770 770 1.42 2.68
1547854836 55 768 766 3.90 3.34
1547922440 55 737 740 2.88 0.00
1547990052 55 458 2621 -2.99 0.00
1548059724 55 466 28836 -0.31 0.00
1548130440 55 26214 -10486 0.00 3.07
1548203240 55 -13107 770 0.00 -2.04
1548275000 55 769 770 3.64 1.02
1548342596 55 754 757 7.26 2.90
1548410192 55 672 611 -1.11 0.16
1548478832 55 569 471 2.04 -0.20
1548547472 55 740 740 -2.68 0.15
1548616112 55 769 768 -0.12 -2.09
1548685792 55 770 770 3.95 3.05
1548753392 55 767 765 3.75 1.36
1548821000 55 721 725 3.40 9.01
1548888592 55 714 335 1.46 -1.07
1548957232 55 660 656 3.77 0.57
1549024832 55 763 760 0.19 -2.05
1549093472 55 771 770 1.42 -0.45
1549162120 55 769 769 3.48 -0.35
1549230752 55 755 757 4.33 0.31
1549298352 55 653 618 3.44 -0.73
1549366992 55 555 466 0.72 0.58
1549434592 55 741 742 1.20 -3.03
1549503236 55 769 768 3.39 2.58
1549570832 55 770 770 2.74 5.33
1549638432 55 766 766 5.02 2.32
1549706036 55 723 730 2.87 10.07
1549774676 55 695 382 1.89 -0.58
1549843316 55 685 667 -0.69 -1.02
1549912996 55 761 760 0.78 -2.29
1549981636 55 770 770 2.74 3.26
1550049236 55 768 769 -1.22 -1.66
1550118920 55 756 758 4.43 0.00
1550186520 55 603 -7864 0.13 0.00
1550256204 55 -28836 -5243 0.00 7.80
1550329004 55 5243 752 0.00 -2.32
1550398684 55 770 768 0.66 4.99
1550466280 55 770 770 3.68 0.32
1550533880 55 765 764 -0.33 0.67
1550602520 55 705 717 2.48 5.64
1550670120 55 689 369 1.31 -4.27
1550738756 55 696 680 1.96 -2.59
1550807392 55 764 762 3.11 -1.89
1550876032 55 770 770 0.53 -1.68
1550944672 55 768 768 2.16 0.96
1551012272 55 751 754 3.98 7.10
1551079872 55 625 568 0.65 0.22
1551147472 55 529 536 2.90 3.17
1551215072 55 746 746 -1.55 0.15
1551283712 55 770 768 0.81 2.96
1551351320 55 769 770 2.97 -0.84
1551419952 55 765 765 2.31 3.27
1551487552 55 703 716 0.79 2.12
1551555152 55 683 386 3.71 -2.02
1551623792 55 693 676 1.38 -0.45
1551692436 55 764 762 0.90 -0.84
1551761072 55 770 770 -0.77 2.51
1551829720 55 767 769 6.36 2.97
1551897312 55 752 754 3.45 6.44
1551964912 55 622 578 2.48 0.52
1552032512 55 537 517 2.07 1.83
1552100112 55 742 743 -2.20 0.62
1552168756 55 770 768 0.08 2.57
1552236356 55 770 770 5.99 1.95
1552303956 55 765 765 5.71 -0.51
1552372596 55 710 722 -2.67 5.14
1552441236 55 681 383 -1.00 -1.20
1552510916 55 684 667 1.28 1.00
1552578524 55 763 761 0.86 -3.62
1552647156 55 770 770 3.36 0.49
1552714760 55 768 769 2.63 1.69
1552782364 55 754 756 4.05 6.11
1552849964 55 657 612 1.48 0.01
1552917560 55 548 472 0.96 1.82
1552985164 55 738 740 -0.55 -1.22
1553054852 55 770 768 4.35 -2.03
1553123484 55 770 770 6.78 6.89
1553191084 55 765 765 5.34 1.18
1553258684 55 716 726 1.47 1.32
1553326284 55 683 379 3.73 -0.33
1553394920 55 679 657 -0.03 1.13
1553463564 55 762 760 0.86 -3.11
1553532200 55 770 770 -0.37 -1.67
1553601872 55 768 769 4.25 0.22
1553669472 55 755 757 9.05 2.07
1553737072 55 636 621 1.80 -1.28
1553805712 55 577 462 2.08 -0.76
1553874352 55 737 738 -2.79 -2.39
1553944032 55 769 767 0.02 -0.91
1554012672 55 770 770 1.80 1.27
1554080272 55 765 766 5.55 -0.92
1554148912 55 718 727 -0.50 6.92
1554217560 55 691 364 2.09 -1.09
1554286192 55 672 658 -0.92 1.05
1554354832 55 762 759 2.33 -5.31
1554423472 55 770 770 -0.37 7.33
1554492112 55 768 769 3.77 2.46
1554559712 55 755 757 9.50 2.42
1554627312 55 649 601 2.89 0.54
1554694912 55 571 460 3.30 1.06
1554762512 55 737 738 1.34 -2.42
1554831156 55 769 768 0.89 -2.34
1554899796 55 770 770 5.29 7.71
1554967396 55 766 767 4.73 3.16
1555034996 55 721 729 -2.42 3.78
1555103644 55 676 380 3.86 -0.50
1555172276 55 682 657 2.42 2.21
1555239876 55 761 760 -0.89 -1.90
1555309556 55 770 770 2.34 1.57
1555377164 55 769 769 1.51 -0.23
1555445804 55 757 759 4.71 2.85
1555513404 55 660 636 3.27 1.04
1555581004 55 590 443 3.33 3.53
1555648604 55 730 732 1.29 -2.36
1555769160 53 768 768 -0.23 0.00
1555794764 53 28836 -18350 0.00 0.00
1555918712 52 7864 -18350 0.00 2.09
1555998584 50 682 399 -1.01 0.00
1556024188 50 664 0 1.15 -1.33
1556141912 49 733 732 -0.98 0.00
1556219396 46 7864 -28836 0.00 0.00
1556299252 44 13107 7864 0.00 5.23
1556378068 42 18350 728 0.00 7.32
1556455868 40 687 317 1.47 0.00
1556533380 38 703 0 1.79 0.00
1556610756 36 766 0 -0.02 0.00
1556688128 33 770 0 3.47 0.00
1556765512 30 765 0 2.92 0.00
1556842920 24 697 0 1.59 0.00
1556920344 18 616 0 3.77 1.34
1556997740 14 737 738 -3.29 0.00
1557075224 7 769 0 1.05 0.00
1557152584 3 770 0 4.03 0.00
1557229936 0 761 0 2.69 0.00
1557255396 0 621 0 2.74 1.13
1557315100 0 703 396 2.63 -0.11
1557382704 0 569 574 4.05 -1.78
1557450300 0 752 752 -0.42 -0.33
1557518940 0 770 769 1.66 2.71
1557585500 0 769 770 2.88 2.60
1557652060 0 764 764 1.14 1.50
1557718624 0 686 706 3.11 2.51
1557785180 0 675 370 1.59 0.22
1557851740 0 692 681 0.79 -0.95
1557919340 0 763 761 1.45 -2.14
1557986940 0 770 770 4.41 0.82
1558053500 0 768 769 5.13 1.39
1558120060 0 755 757 7.85 -1.39
1558187664 0 637 618 5.73 0.60
1558254220 0 589 455 4.40 0.74
1558320780 0 734 735 -1.91 -2.11
1558389420 0 768 767 2.16 -0.75
1558457020 0 770 770 0.89 4.22
1558523580 0 766 766 8.88 -1.27
1558591180 0 730 737 0.84 2.99
1558657740 0 689 439 9.30 -2.11
1558725340 0 638 604 3.38 -0.11
1558792940 0 756 756 2.23 -2.13
1558860540 0 770 770 1.97 -0.20
1558928144 0 769 770 0.41 0.00
1558994700 0 762 763 2.51 2.99
1559061260 0 690 692 2.08 3.03
1559127820 0 682 342 3.30 -3.28
1559195420 0 704 701 0.99 -0.75
1559263020 0 767 764 1.99 -0.60
1559330624 0 770 770 1.17 5.01
1559397184 0 768 768 5.12 0.65
1559463744 0 750 753 -2.22 0.13
1559531344 0 572 594 3.73 1.05
1559597904 0 554 512 3.49 -0.98
1559665504 0 744 741 0.54 -0.86
1559733104 0 769 768 1.39 1.13
1559799664 0 770 770 3.36 -1.02
1559867264 0 766 766 3.96 -0.61
1559934864 0 726 729 2.89 4.95
1560001424 0 695 323 1.20 1.28
1560067984 0 643 640 2.35 0.75
1560134544 0 760 759 -0.37 0.53
1560202144 0 770 770 -0.07 8.30
1560269744 0 769 770 3.59 -0.32
1560337344 0 760 760 2.03 0.75
1560403904 0 636 675 3.98 2.96
1560470464 0 654 381 2.41 -1.19
1560538064 0 720 715 1.41 -0.36
1560605664 0 766 765 0.34 2.22
1560672224 0 771 770 5.15 4.50
1560738784 0 768 768 4.56 0.20
1560805344 0 748 751 4.06 6.69
1560871904 0 598 580 -0.30 1.21
1560939504 0 536 517 3.00 1.54
1561006064 0 743 744 -1.69 -1.85
1561074712 0 769 768 -0.02 7.65
1561142312 0 770 770 5.14 1.88
1561208872 0 766 766 7.21 -0.90
1561276472 0 716 727 -0.90 5.00
1561344072 0 672 382 4.49 -3.16
1561411668 0 655 644 3.74 0.19
1561478232 0 761 758 -0.41 -1.30
1561546872 0 770 770 -0.38 2.17
1561614472 0 768 769 3.81 2.18
1561681032 0 758 760 7.69 2.43
1561747592 0 671 658 1.38 4.04
1561814152 0 663 386 -1.01 0.29
1561881752 0 719 720 1.55 -1.60
1561949352 0 768 766 2.41 1.92
1562015912 0 770 770 1.78 -0.31
1562083512 0 768 767 1.32 4.19
1562150072 0 742 747 7.48 3.15
1562216632 0 569 532 4.39 0.81
1562283192 0 625 557 6.67 -2.13
1562350792 0 750 747 0.13 -1.59
1562418392 0 769 769 2.38 4.72
1562484952 0 770 769 7.38 2.97
1562551512 0 765 765 6.92 0.30
1562618072 0 715 720 1.78 4.91
1562684632 0 666 310 -0.15 -1.16
1562753268 0 662 650 3.99 -1.83
1562820876 0 761 760 -1.97 -2.42
1562889500 0 770 770 -0.59 3.74
1562957100 0 769 769 1.94 5.44
1563023664 0 757 759 -0.10 1.51
1563091268 0 637 650 2.05 5.83
1563157828 0 546 441 -0.28 1.24
1563225420 0 726 725 1.19 -4.28
1563293020 0 768 766 0.28 -2.35
1563360624 0 770 770 2.25 1.65
1563427180 0 767 767 5.20 1.59
1563493740 0 740 746 1.26 2.30
1563560300 0 616 515 6.72 -2.92
1563627900 0 557 560 3.66 2.42
1563694460 0 751 751 2.52 -2.75
1563813980 3 770 770 6.11 0.00
1563839544 3 -23593 -15729 0.00 0.00
1563961460 0 -18350 -7864 0.00 -1.30
1563990472 0 720 387 3.91 1.40
1564057032 0 598 529 5.17 -2.26
1564124628 0 738 731 -2.43 0.63
